"cancion_id";"titulo";"artista_id";"album";"anio_lanzamiento";"duracion_seg";"genero";"subgenero";"energia";"bailabilidad";"valencia";"acusticidad";"instrumentalidad";"tempo";"volumen_db";"explicito";"nombre_artistico";"seguidores";"total_reproducciones";"reproducciones_completadas";"ratio_completadas";"puntuacion_media";"num_valoraciones";"en_chart";"mejor_posicion_chart";"semanas_en_chart";"num_playlists"
1856;"Tema 1856";161;"Diego Sánchez - Nuevo";"2022";284;"reggaeton";"reggaeton-puro";0.95;0.83;0.75;0.15;0.07;66;-13.0;0;"Diego Sánchez";1385568;16;11.0;0.6875;3.63;8;1;8;3;3
1857;"Tema 1857";121;"Francisco Pérez - Debut";"2021";328;"flamenco";"flamenco-puro";0.63;0.47;0.74;0.76;0.16;198;-24.9;0;"Francisco Pérez";4952044;34;24.0;0.7059;4.13;8;1;1;7;5
1858;"Tema 1858";154;"Francisco Rodríguez - Evolución";"2024";206;"rap";"hip-hop";0.81;0.91;0.45;0.19;0.38;85;-25.7;1;"Francisco Rodríguez";2026816;23;15.0;0.6522;3.5;6;0;0;0;2
1859;"Tema 1859";58;"Queen - Segundo Album";"2023";153;"r&b";"r&b-soul";0.46;0.76;0.56;0.1;0.11;181;-12.1;0;"Queen";2245077;23;17.0;0.7391;4.25;8;1;14;2;5
1860;"Tema 1860";107;"Juan Rodríguez - Cambio de Dirección";"2023";188;"indie";"post-punk";0.7;0.27;0.36;0.66;0.3;60;-12.3;0;"Juan Rodríguez";1594845;23;17.0;0.7391;3.75;8;1;10;4;3
1861;"Tema 1861";121;"Francisco Pérez - Quinto";"2021";285;"flamenco";"flamenco-pop";0.81;0.57;0.7;0.75;0.1;84;-8.1;0;"Francisco Pérez";4952044;21;12.0;0.5714;2.75;8;1;11;1;6
1862;"Tema 1862";192;"Laura Green - 25 Aniversario";"2021";184;"flamenco";"flamenco-fusión";0.67;0.79;0.54;0.97;0.37;191;-22.7;1;"Laura Green";6835369;25;19.0;0.76;3.8;5;1;10;5;7
1863;"Tema 1863";37;"Ed Sheeran - Cuarto";"2020";168;"indie";"dream-pop";0.7;0.42;0.76;0.43;0.3;132;-16.0;0;"Ed Sheeran";3406302;34;25.0;0.7353;3.57;7;1;34;1;4
1864;"Tema 1864";27;"Sfdk - Cuarto";"2021";248;"indie";"indie-pop";0.41;0.3;0.51;0.58;0.24;137;-9.3;0;"Sfdk";1213679;17;12.0;0.7059;3.86;7;1;25;3;2
1865;"Tema 1865";119;"María Johnson - Regreso";"2024";386;"clasica";"opera";0.24;0.14;0.22;0.95;0.4;93;-17.8;0;"María Johnson";6702440;26;15.0;0.5769;4.29;7;1;6;2;7
1866;"Tema 1866";96;"Gabriel Fernández - Regreso";"2021";137;"clasica";"musica-clasica-instrumental";0.11;0.05;0.53;0.88;0.32;72;-22.4;0;"Gabriel Fernández";2052444;20;13.0;0.65;4.11;9;1;5;3;7
1867;"Tema 1867";47;"Post Malone - Debut";"2021";137;"rap";"hip-hop";0.93;0.84;0.43;0.11;0.06;101;-16.4;0;"Post Malone";3488372;31;21.0;0.6774;4.33;6;1;13;3;6
1868;"Tema 1868";3;"El Guincho - 25 Aniversario";"2023";367;"r&b";"r&b-contemporaneo";0.71;0.63;0.74;0.34;0.08;108;-12.6;0;"El Guincho";6683728;32;22.0;0.6875;3.57;7;1;7;3;6
1869;"Tema 1869";148;"María Pérez - Reincidencia";"2023";229;"r&b";"smooth-jazz";0.58;0.62;0.45;0.27;0.03;127;-27.0;0;"María Pérez";2105558;33;25.0;0.7576;3.83;12;1;38;1;3
1870;"Tema 1870";31;"Extremoduro - Evolución";"2022";383;"latin";"merengue";0.75;0.78;0.88;0.35;0.3;146;-14.1;0;"Extremoduro";4776665;30;20.0;0.6667;3.85;13;1;29;2;0
1871;"Tema 1871";48;"Khalid - Quinto";"2022";369;"pop";"synth-pop";0.68;0.59;0.88;0.26;0.33;176;-19.0;0;"Khalid";6372887;24;12.0;0.5;3.2;5;1;5;3;4
1872;"Tema 1872";172;"Carlos Smith - Nuevo";"2024";254;"rap";"trap-latino";0.73;0.84;0.3;0.1;0.08;153;-11.2;0;"Carlos Smith";60180;21;16.0;0.7619;3.75;12;1;14;3;1
1873;"Tema 1873";7;"Melendi - Cambio de Dirección";"2021";168;"electronica";"techno";0.99;0.76;0.71;0.08;0.2;177;-2.1;0;"Melendi";399193;24;16.0;0.6667;3.86;7;0;0;0;3
1874;"Tema 1874";31;"Extremoduro - Cambio de Dirección";"2022";184;"latin";"merengue";0.91;0.9;0.69;0.42;0.09;138;-16.7;0;"Extremoduro";4776665;18;11.0;0.6111;3.75;8;0;0;0;6
1875;"Tema 1875";142;"Diego Sánchez - Segundo Album";"2024";213;"rock";"hard-rock";0.79;0.55;0.66;0.27;0.01;190;-4.1;1;"Diego Sánchez";880183;33;22.0;0.6667;3.5;4;1;20;3;4
1876;"Tema 1876";175;"Emma Martínez - Cuarto";"2020";221;"r&b";"r&b-contemporaneo";0.46;0.69;0.41;0.26;0.39;194;-27.0;0;"Emma Martínez";3118373;24;18.0;0.75;3.46;13;1;9;3;5
1877;"Tema 1877";39;"Dua Lipa - 25 Aniversario";"2024";388;"indie";"indie-rock";0.51;0.35;0.75;0.63;0.1;196;-27.6;0;"Dua Lipa";9722006;14;10.0;0.7143;3.8;5;1;4;5;0
1878;"Tema 1878";59;"The Beatles - Evolución";"2024";205;"pop";"pop-latino";0.65;0.62;0.77;0.11;0.05;100;-9.4;1;"The Beatles";870255;17;12.0;0.7059;4.08;12;1;30;2;3
1879;"Tema 1879";43;"Harry Styles - Regreso";"2024";235;"clasica";"camara";0.21;0.26;0.23;0.76;0.4;198;-17.0;0;"Harry Styles";779949;33;21.0;0.6364;4.2;5;1;30;2;6
1880;"Tema 1880";157;"Alex Pérez - Reincidencia";"2021";262;"r&b";"r&b-soul";0.65;0.55;0.64;0.39;0.13;162;-5.1;0;"Alex Pérez";3355465;17;14.0;0.8235;4.29;7;1;9;2;3
1881;"Tema 1881";134;"Emma Fernández - Reincidencia";"2023";359;"pop";"pop-latino";0.64;0.64;0.72;0.27;0.07;94;-17.9;0;"Emma Fernández";1245725;26;20.0;0.7692;4.0;7;1;5;2;6
1882;"Tema 1882";77;"Emma Torres - Debut";"2020";248;"r&b";"r&b-contemporaneo";0.52;0.62;0.7;0.29;0.38;113;-21.2;0;"Emma Torres";4435643;31;24.0;0.7742;3.8;5;1;16;4;4
1883;"Tema 1883";157;"Alex Pérez - 25 Aniversario";"2020";150;"r&b";"smooth-jazz";0.55;0.74;0.62;0.32;0.02;95;-18.0;1;"Alex Pérez";3355465;29;17.0;0.5862;4.25;4;1;22;1;6
1884;"Tema 1884";42;"Beyoncé - Reflexión";"2021";320;"latin";"salsa";0.69;0.95;0.69;0.55;0.27;167;-19.8;0;"Beyoncé";5968377;30;21.0;0.7;3.25;8;1;3;2;6
1885;"Tema 1885";50;"Justin Timberlake - Cuarto";"2022";156;"latin";"salsa";0.79;0.91;0.87;0.26;0.14;130;-19.9;1;"Justin Timberlake";2135108;23;14.0;0.6087;3.67;9;1;9;3;3
1886;"Tema 1886";103;"Francisco Stone - Segundo Album";"2024";197;"latin";"salsa";0.61;0.85;0.86;0.35;0.3;173;-11.2;1;"Francisco Stone";1142190;34;21.0;0.6176;4.4;5;1;5;4;5
1887;"Tema 1887";71;"Diplo - Reflexión";"2022";125;"indie";"indie-rock";0.49;0.27;0.65;0.63;0.27;193;-29.5;0;"Diplo";12335870;19;14.0;0.7368;4.13;8;1;10;1;8
1888;"Tema 1888";27;"Sfdk - Reflexión";"2024";361;"indie";"indie-pop";0.41;0.23;0.59;0.58;0.04;172;-4.8;0;"Sfdk";1213679;29;24.0;0.8276;3.6;5;1;7;2;3
1889;"Tema 1889";32;"Taylor Swift - Cambio de Dirección";"2024";352;"pop";"pop-urbano";0.62;0.74;0.89;0.13;0.36;78;-26.2;0;"Taylor Swift";1995690;33;23.0;0.697;4.0;6;1;14;4;3
1890;"Tema 1890";194;"Sofia Ramírez - Evolución";"2022";259;"r&b";"r&b-soul";0.54;0.76;0.76;0.3;0.24;157;-8.8;0;"Sofia Ramírez";3018009;23;18.0;0.7826;4.14;7;1;19;2;5
1891;"Tema 1891";66;"J. Cole - Segundo Album";"2023";338;"r&b";"neo-soul";0.69;0.54;0.72;0.29;0.18;184;-17.3;0;"J. Cole";6759256;23;16.0;0.6957;4.0;9;1;38;1;3
1892;"Tema 1892";58;"Queen - Cambio de Dirección";"2020";165;"r&b";"r&b-contemporaneo";0.58;0.78;0.62;0.48;0.07;121;-8.3;0;"Queen";2245077;27;17.0;0.6296;3.67;6;1;18;3;2
1893;"Tema 1893";171;"Alex Ramírez - Vueltas";"2023";335;"pop";"pop-activo";0.72;0.74;0.74;0.27;0.34;86;-5.4;0;"Alex Ramírez";3405555;25;18.0;0.72;4.0;6;1;21;2;6
1894;"Tema 1894";72;"Bob Marley - Evolución";"2022";248;"electronica";"trance";0.65;0.9;0.51;0.04;0.35;144;-17.0;0;"Bob Marley";2272315;24;18.0;0.75;4.25;4;1;24;2;3
1895;"Tema 1895";65;"Kendrick Lamar - Nuevo";"2020";126;"pop";"pop-activo";0.72;0.59;0.5;0.25;0.04;184;-7.4;1;"Kendrick Lamar";3138422;26;16.0;0.6154;3.5;10;1;5;4;3
1896;"Tema 1896";127;"María Sánchez - Cuarto";"2024";342;"latin";"merengue";0.7;0.81;0.63;0.31;0.31;86;-25.5;0;"María Sánchez";5121489;23;14.0;0.6087;3.6;5;1;1;4;4
1897;"Tema 1897";182;"Alex González - Vueltas";"2024";312;"flamenco";"rumba";0.76;0.77;0.67;0.92;0.04;70;-22.5;0;"Alex González";371332;25;15.0;0.6;4.17;6;1;11;2;1
1898;"Tema 1898";152;"Emma Green - Reflexión";"2020";168;"r&b";"r&b-soul";0.71;0.71;0.66;0.37;0.17;121;-28.7;0;"Emma Green";831581;40;27.0;0.675;4.0;6;1;37;1;8
1899;"Tema 1899";173;"Ana Brown - Evolución";"2024";335;"reggaeton";"reggaeton-romantico";0.94;0.94;0.59;0.18;0.13;70;-21.2;0;"Ana Brown";2162891;31;21.0;0.6774;4.0;2;1;4;2;6
1900;"Tema 1900";113;"Alex González - Vueltas";"2024";387;"indie";"indie-rock";0.74;0.6;0.56;0.27;0.09;162;-10.3;0;"Alex González";7974850;26;16.0;0.6154;3.83;12;1;46;1;4
1901;"Tema 1901";161;"Diego Sánchez - Evolución";"2023";133;"reggaeton";"reggaeton-trap";0.82;0.97;0.78;0.16;0.15;106;-6.3;1;"Diego Sánchez";1385568;26;21.0;0.8077;3.62;13;1;41;1;3
1902;"Tema 1902";85;"José Johnson - Segundo Album";"2022";331;"reggaeton";"reggaeton-puro";0.81;0.83;0.41;0.08;0.36;176;-22.8;0;"José Johnson";1127465;27;20.0;0.7407;3.6;10;1;2;6;6
1903;"Tema 1903";65;"Kendrick Lamar - Nuevo";"2022";300;"pop";"pop-urbano";0.48;0.84;0.51;0.34;0.13;130;-28.9;0;"Kendrick Lamar";3138422;26;22.0;0.8462;4.0;7;1;4;5;2
1904;"Tema 1904";13;"Rosalía - Nuevo";"2023";254;"clasica";"camara";0.56;0.04;0.48;0.78;0.03;113;-28.5;0;"Rosalía";9032147;28;21.0;0.75;3.5;6;1;10;5;4
1905;"Tema 1905";141;"Carlos Smith - Regreso";"2022";325;"rap";"trap";0.73;0.62;0.6;0.1;0.14;104;-17.4;0;"Carlos Smith";9856029;25;20.0;0.8;3.75;8;1;3;3;6
1906;"Tema 1906";23;"Camarón de la Isla - Nuevo";"2022";395;"clasica";"camara";0.56;0.27;0.56;0.97;0.13;141;-18.6;0;"Camarón de la Isla";1827577;20;15.0;0.75;3.43;7;1;11;3;1
1907;"Tema 1907";26;"Taburete - Evolución";"2020";327;"clasica";"opera";0.41;0.19;0.44;0.82;0.39;187;-5.4;0;"Taburete";7789680;31;23.0;0.7419;4.0;7;1;20;2;2
1908;"Tema 1908";194;"Sofia Ramírez - Reincidencia";"2021";255;"r&b";"smooth-jazz";0.55;0.72;0.51;0.14;0.14;149;-17.9;0;"Sofia Ramírez";3018009;15;13.0;0.8667;4.2;15;1;19;1;8
1909;"Tema 1909";113;"Alex González - Nuevo";"2021";206;"indie";"indie-folk";0.31;0.61;0.48;0.49;0.03;64;-24.8;1;"Alex González";7974850;26;19.0;0.7308;4.43;7;1;4;3;5
1910;"Tema 1910";149;"David Stone - Quinto";"2024";271;"flamenco";"flamenco-fusión";0.86;0.64;0.78;1.0;0.15;161;-21.0;0;"David Stone";168553;23;16.0;0.6957;3.6;10;1;26;3;1
1911;"Tema 1911";20;"Ricky Martin - Cuarto";"2020";166;"electronica";"trance";0.94;0.95;0.61;0.12;0.31;163;-19.3;0;"Ricky Martin";1821114;14;12.0;0.8571;3.5;10;1;9;4;7
1912;"Tema 1912";38;"Bad Bunny - Evolución";"2022";392;"r&b";"r&b-contemporaneo";0.6;0.75;0.68;0.11;0.13;161;-25.7;1;"Bad Bunny";1322218;25;17.0;0.68;3.9;10;1;2;4;4
1913;"Tema 1913";99;"Gabriel González - Segundo Album";"2022";162;"clasica";"opera";0.22;0.27;0.22;0.77;0.12;117;-11.5;0;"Gabriel González";87243;30;20.0;0.6667;3.36;11;1;20;1;4
1914;"Tema 1914";11;"Javier Álvarez - Cuarto";"2024";199;"pop";"pop-latino";0.61;0.58;0.57;0.17;0.2;66;-21.9;0;"Javier Álvarez";203996;38;26.0;0.6842;4.11;9;1;12;2;5
1915;"Tema 1915";178;"Miguel González - Cuarto";"2021";235;"indie";"dream-pop";0.77;0.43;0.33;0.56;0.13;115;-10.4;1;"Miguel González";1476876;26;18.0;0.6923;3.33;9;1;15;2;4
1916;"Tema 1916";76;"Ozuna - Cuarto";"2020";367;"r&b";"smooth-jazz";0.5;0.67;0.71;0.47;0.1;166;-20.0;0;"Ozuna";10945303;26;13.0;0.5;3.56;9;1;7;4;3
1917;"Tema 1917";146;"María Fernández - Cuarto";"2023";215;"flamenco";"rumba";0.69;0.77;0.76;0.64;0.05;159;-15.1;0;"María Fernández";122753;23;18.0;0.7826;3.83;6;1;3;6;5
1918;"Tema 1918";181;"Francisco Fernández - Reflexión";"2022";254;"rap";"rap-consciente";0.73;0.72;0.36;0.13;0.38;154;-0.1;0;"Francisco Fernández";1261397;28;20.0;0.7143;4.38;8;1;42;1;4
1919;"Tema 1919";61;"Metallica - Nuevo";"2024";302;"flamenco";"flamenco-puro";0.65;0.64;0.74;0.65;0.28;94;-17.7;0;"Metallica";4437042;18;13.0;0.7222;3.8;10;1;14;3;4
1920;"Tema 1920";180;"José García - Cuarto";"2024";185;"electronica";"house";0.68;0.74;0.34;0.1;0.1;189;-20.7;0;"José García";453833;29;21.0;0.7241;3.88;8;1;10;4;6
1921;"Tema 1921";138;"David López - Nuevo";"2020";236;"rap";"trap";0.74;0.9;0.5;0.11;0.23;117;-17.7;0;"David López";3652260;19;13.0;0.6842;4.25;8;1;8;4;3
1922;"Tema 1922";148;"María Pérez - Debut";"2023";344;"r&b";"smooth-jazz";0.47;0.72;0.45;0.14;0.28;171;-23.7;1;"María Pérez";2105558;28;16.0;0.5714;4.0;10;0;0;0;4
1923;"Tema 1923";44;"Justin Bieber - Debut";"2024";349;"rap";"mumble-rap";0.79;0.77;0.48;0.14;0.25;74;-10.7;0;"Justin Bieber";19703383;19;11.0;0.5789;4.2;5;1;1;6;5
1924;"Tema 1924";123;"Emma Rodríguez - Evolución";"2021";152;"clasica";"opera";0.46;0.09;0.36;0.83;0.12;76;-0.5;0;"Emma Rodríguez";1158192;18;15.0;0.8333;4.0;10;1;20;2;5
1925;"Tema 1925";71;"Diplo - 25 Aniversario";"2022";134;"indie";"post-punk";0.71;0.28;0.3;0.22;0.1;185;-26.6;0;"Diplo";12335870;24;17.0;0.7083;4.33;6;1;5;6;6
1926;"Tema 1926";196;"Luis González - Tercero";"2023";230;"flamenco";"rumba";0.71;0.74;0.69;0.69;0.16;139;-14.8;0;"Luis González";1298702;24;19.0;0.7917;3.83;6;1;2;2;3
1927;"Tema 1927";173;"Ana Brown - Quinto";"2022";239;"reggaeton";"reggaeton-romantico";0.94;0.97;0.76;0.1;0.28;96;-26.6;0;"Ana Brown";2162891;22;14.0;0.6364;3.67;6;1;34;1;2
1928;"Tema 1928";175;"Emma Martínez - 25 Aniversario";"2022";123;"r&b";"r&b-soul";0.6;0.57;0.57;0.35;0.1;151;-28.4;0;"Emma Martínez";3118373;39;28.0;0.7179;3.0;6;0;0;0;5
1929;"Tema 1929";199;"Ana Ramírez - Segundo Album";"2024";152;"flamenco";"rumba";0.5;0.41;0.4;0.64;0.1;101;-23.4;0;"Ana Ramírez";6553397;36;28.0;0.7778;3.25;12;1;18;2;4
1930;"Tema 1930";64;"Kanye West - 25 Aniversario";"2021";212;"rap";"trap-latino";1.0;0.71;0.35;0.11;0.34;186;-9.7;0;"Kanye West";4029815;19;15.0;0.7895;3.2;5;1;7;2;6
1931;"Tema 1931";85;"José Johnson - Segundo Album";"2020";326;"reggaeton";"reggaeton-romantico";0.79;0.91;0.69;0.15;0.27;164;-3.9;0;"José Johnson";1127465;27;21.0;0.7778;3.0;6;1;6;4;1
1932;"Tema 1932";122;"Miguel Brown - Tercero";"2022";213;"r&b";"r&b-soul";0.7;0.67;0.57;0.36;0.33;139;-29.8;0;"Miguel Brown";6802727;24;23.0;0.9583;4.5;6;1;9;2;1
1933;"Tema 1933";182;"Alex González - Reincidencia";"2022";375;"flamenco";"flamenco-puro";0.9;0.47;0.59;0.95;0.09;107;-15.7;0;"Alex González";371332;23;13.0;0.5652;3.73;11;1;22;2;6
1934;"Tema 1934";52;"Coldplay - Cuarto";"2022";161;"flamenco";"flamenco-pop";0.55;0.56;0.47;0.75;0.15;175;-0.2;0;"Coldplay";12437963;32;23.0;0.7188;3.13;8;1;10;2;10
1935;"Tema 1935";135;"José Martínez - Quinto";"2020";151;"clasica";"orquesta";0.6;0.03;0.56;0.72;0.01;155;-26.8;1;"José Martínez";8599363;24;14.0;0.5833;3.91;11;1;10;2;6
1936;"Tema 1936";1;"La Casa Azul - Cambio de Dirección";"2020";122;"rock";"rock-progresivo";0.99;0.58;0.38;0.16;0.1;158;-14.5;0;"La Casa Azul";2446340;30;23.0;0.7667;4.25;4;1;17;3;5
1937;"Tema 1937";146;"María Fernández - 25 Aniversario";"2022";155;"flamenco";"flamenco-fusión";0.73;0.49;0.7;0.72;0.37;108;-10.3;0;"María Fernández";122753;30;22.0;0.7333;3.44;9;1;28;2;7
1938;"Tema 1938";128;"Sofia Torres - Tercero";"2024";231;"clasica";"opera";0.32;0.24;0.61;0.79;0.14;84;-1.9;0;"Sofia Torres";5924034;35;27.0;0.7714;3.33;6;0;0;0;4
1939;"Tema 1939";40;"The Weeknd - 25 Aniversario";"2022";210;"clasica";"musica-clasica-instrumental";0.18;0.01;0.43;0.94;0.31;105;-2.4;0;"The Weeknd";5140726;27;15.0;0.5556;4.33;12;1;44;1;5
1940;"Tema 1940";114;"Juan Johnson - Debut";"2024";139;"electronica";"trance";0.81;0.64;0.59;0.12;0.04;90;-24.8;0;"Juan Johnson";4962661;28;19.0;0.6786;3.71;7;1;6;2;5
1941;"Tema 1941";80;"Francisco Stone - Quinto";"2020";298;"pop";"pop-urbano";0.4;0.71;0.85;0.3;0.39;192;-28.1;1;"Francisco Stone";379450;34;26.0;0.7647;3.75;8;1;9;2;2
1942;"Tema 1942";26;"Taburete - Vueltas";"2021";199;"clasica";"opera";0.55;0.24;0.36;0.99;0.12;176;-3.3;0;"Taburete";7789680;19;11.0;0.5789;4.8;5;1;6;3;4
1943;"Tema 1943";141;"Carlos Smith - Reincidencia";"2023";179;"rap";"mumble-rap";0.96;0.87;0.53;0.02;0.21;76;-19.3;0;"Carlos Smith";9856029;26;13.0;0.5;3.3;10;1;8;1;1
1944;"Tema 1944";94;"José Rodríguez - Tercero";"2021";371;"flamenco";"flamenco-fusión";0.82;0.7;0.76;0.61;0.32;163;-1.8;1;"José Rodríguez";2481662;17;13.0;0.7647;3.0;5;1;26;3;3
1945;"Tema 1945";16;"C. Tangana - Vueltas";"2024";170;"rock";"grunge";0.92;0.34;0.33;0.11;0.25;83;-11.1;0;"C. Tangana";1113057;28;17.0;0.6071;3.75;4;1;15;3;2
1946;"Tema 1946";83;"David Rodríguez - Cambio de Dirección";"2024";392;"pop";"synth-pop";0.79;0.64;0.63;0.29;0.33;160;-1.9;0;"David Rodríguez";1215456;20;14.0;0.7;4.09;11;1;14;3;1
1947;"Tema 1947";165;"Sofia González - Cuarto";"2022";284;"indie";"indie-pop";0.7;0.41;0.62;0.63;0.2;174;-23.5;0;"Sofia González";293887;24;17.0;0.7083;4.5;6;1;15;1;3
1948;"Tema 1948";75;"Daddy Yankee - Regreso";"2023";326;"rock";"hard-rock";0.67;0.3;0.59;0.14;0.1;156;-21.1;1;"Daddy Yankee";10316767;24;17.0;0.7083;4.25;8;1;15;4;4
1949;"Tema 1949";7;"Melendi - Vueltas";"2020";284;"electronica";"trance";0.82;0.74;0.64;0.01;0.05;183;-15.0;0;"Melendi";399193;29;19.0;0.6552;4.33;6;1;16;5;4
1950;"Tema 1950";79;"David Stone - Vueltas";"2022";148;"indie";"post-punk";0.47;0.35;0.33;0.65;0.28;70;-26.4;1;"David Stone";1341678;29;23.0;0.7931;3.2;5;1;6;2;4
1951;"Tema 1951";23;"Camarón de la Isla - Quinto";"2024";397;"clasica";"camara";0.13;0.29;0.54;0.83;0.28;140;-7.3;0;"Camarón de la Isla";1827577;19;11.0;0.5789;4.0;4;1;11;3;5
1952;"Tema 1952";137;"Ana Ramírez - Debut";"2020";275;"electronica";"electro-house";0.91;0.77;0.51;0.0;0.37;108;-11.9;0;"Ana Ramírez";2204358;18;11.0;0.6111;4.2;5;1;31;1;3
1953;"Tema 1953";138;"David López - Debut";"2023";380;"rap";"mumble-rap";0.76;0.92;0.67;0.2;0.35;105;-0.1;0;"David López";3652260;34;24.0;0.7059;3.33;6;1;10;1;3
1954;"Tema 1954";175;"Emma Martínez - Evolución";"2020";229;"r&b";"r&b-soul";0.49;0.75;0.73;0.19;0.04;177;-0.6;0;"Emma Martínez";3118373;26;16.0;0.6154;3.33;3;1;4;4;6
1955;"Tema 1955";57;"David Bowie - Evolución";"2022";157;"latin";"salsa";0.7;0.92;0.6;0.21;0.19;186;-22.8;1;"David Bowie";1241243;25;11.0;0.44;4.18;11;1;20;4;4
1956;"Tema 1956";164;"Alex García - 25 Aniversario";"2020";143;"rock";"hard-rock";0.88;0.47;0.33;0.17;0.16;112;-24.4;0;"Alex García";2312155;25;19.0;0.76;4.33;6;1;22;1;4
1957;"Tema 1957";30;"Bunbury - Quinto";"2020";243;"flamenco";"flamenco-pop";0.82;0.57;0.44;0.79;0.04;105;-26.1;0;"Bunbury";337819;19;11.0;0.5789;3.5;4;1;12;5;3
1958;"Tema 1958";59;"The Beatles - Nuevo";"2023";142;"pop";"pop-urbano";0.5;0.8;0.87;0.35;0.13;96;-21.8;0;"The Beatles";870255;19;15.0;0.7895;3.83;12;1;1;2;2
1959;"Tema 1959";160;"María Torres - Regreso";"2022";336;"rock";"grunge";0.82;0.52;0.7;0.15;0.02;139;-9.2;1;"María Torres";3918246;19;14.0;0.7368;4.43;7;1;36;1;4
1960;"Tema 1960";168;"Gabriel Pérez - Evolución";"2022";329;"r&b";"r&b-soul";0.69;0.75;0.67;0.48;0.2;166;-2.6;0;"Gabriel Pérez";629296;31;26.0;0.8387;4.33;3;1;6;3;5
1961;"Tema 1961";97;"Sofia Smith - Quinto";"2021";369;"reggaeton";"perreo";0.99;0.97;0.52;0.04;0.22;62;-16.4;0;"Sofia Smith";2229036;26;20.0;0.7692;4.4;10;1;11;1;4
1962;"Tema 1962";102;"David Torres - Debut";"2023";185;"rock";"rock-alternativo";0.95;0.33;0.4;0.4;0.04;78;-20.4;0;"David Torres";3045188;21;14.0;0.6667;4.12;17;1;5;5;2
1963;"Tema 1963";30;"Bunbury - Tercero";"2023";154;"flamenco";"flamenco-fusión";0.65;0.65;0.46;0.94;0.18;197;-2.5;0;"Bunbury";337819;24;17.0;0.7083;4.5;6;1;6;3;4
1964;"Tema 1964";190;"Sofia Ramírez - Quinto";"2023";265;"rock";"grunge";0.79;0.38;0.36;0.1;0.21;133;-26.8;0;"Sofia Ramírez";840631;26;15.0;0.5769;3.83;6;1;3;5;1
1965;"Tema 1965";146;"María Fernández - Quinto";"2020";181;"flamenco";"rumba";0.66;0.64;0.51;0.67;0.31;111;-1.6;0;"María Fernández";122753;29;22.0;0.7586;3.67;3;1;12;2;5
1966;"Tema 1966";143;"Sofia Torres - Vueltas";"2021";185;"electronica";"trance";0.64;0.65;0.78;0.01;0.39;69;-29.9;0;"Sofia Torres";2072977;23;13.0;0.5652;3.75;4;1;28;1;5
1967;"Tema 1967";28;"La Casa Azul - Segundo Album";"2021";139;"r&b";"smooth-jazz";0.71;0.59;0.78;0.23;0.26;107;-27.6;1;"La Casa Azul";3710145;27;20.0;0.7407;3.43;7;1;8;2;5
1968;"Tema 1968";178;"Miguel González - Reflexión";"2020";243;"indie";"dream-pop";0.42;0.59;0.56;0.66;0.17;154;-3.9;0;"Miguel González";1476876;31;18.0;0.5806;2.67;3;1;13;3;5
1969;"Tema 1969";37;"Ed Sheeran - Vueltas";"2024";141;"indie";"post-punk";0.52;0.69;0.78;0.36;0.35;108;-4.6;0;"Ed Sheeran";3406302;21;14.0;0.6667;4.44;9;1;16;7;4
1970;"Tema 1970";186;"Emma Brown - Nuevo";"2020";127;"clasica";"camara";0.21;0.19;0.24;0.95;0.07;147;-27.9;0;"Emma Brown";3246288;25;12.0;0.48;3.4;5;1;15;3;3
1971;"Tema 1971";65;"Kendrick Lamar - Tercero";"2022";356;"pop";"pop-urbano";0.56;0.7;0.84;0.39;0.18;74;-28.2;0;"Kendrick Lamar";3138422;17;14.0;0.8235;4.0;13;1;49;1;4
1972;"Tema 1972";40;"The Weeknd - Quinto";"2024";152;"clasica";"camara";0.47;0.17;0.42;0.79;0.2;107;-19.8;0;"The Weeknd";5140726;26;16.0;0.6154;3.25;8;1;3;1;2
1973;"Tema 1973";86;"Diego Johnson - Regreso";"2023";132;"rap";"rap-consciente";0.93;0.79;0.65;0.11;0.1;77;-4.5;0;"Diego Johnson";1189942;17;13.0;0.7647;4.14;7;1;5;3;3
1974;"Tema 1974";155;"Luis Green - Cambio de Dirección";"2022";202;"electronica";"techno";0.82;0.67;0.61;0.05;0.34;200;-16.4;0;"Luis Green";12742110;19;18.0;0.9474;3.57;7;1;3;4;6
1975;"Tema 1975";15;"Karol G - Segundo Album";"2020";329;"electronica";"trance";0.89;0.63;0.5;0.15;0.32;196;-25.2;1;"Karol G";1103394;30;21.0;0.7;4.33;9;1;6;3;4
1976;"Tema 1976";185;"Carlos Smith - Tercero";"2022";309;"latin";"cumbia";0.7;0.78;0.8;0.5;0.3;96;-14.7;0;"Carlos Smith";904982;22;13.0;0.5909;3.11;9;1;2;6;5
1977;"Tema 1977";176;"Diego López - Cuarto";"2020";315;"electronica";"house";0.92;0.75;0.36;0.08;0.38;74;-6.2;0;"Diego López";584812;26;19.0;0.7308;3.5;8;1;3;2;5
1978;"Tema 1978";197;"Emma López - 25 Aniversario";"2020";234;"latin";"cumbia";0.8;0.86;0.88;0.37;0.13;199;-0.7;1;"Emma López";3893396;26;13.0;0.5;3.22;9;1;4;6;7
1979;"Tema 1979";167;"Ana Smith - Vueltas";"2024";317;"latin";"merengue";0.9;0.78;0.74;0.37;0.06;159;-1.3;0;"Ana Smith";1170430;24;16.0;0.6667;3.83;6;1;19;3;5
